# stable entry ID (do not change if users may have marked as known),# Swedish word (lemma),# verb | adjective | adverb | noun | numeral | etc.,# English translation,# Brazilian Portuguese translation,# semicolon-separated inflected forms for search,# optional CEFR level (A1–C2),# optional raw corpus frequency (Kelly),# optional words-per-million frequency (Kelly),# practice | kelly | manual,# example 1 Swedish sentence,# example 1 English gloss,# example 1 Portuguese gloss,# optional: past | present | future,# optional tokens: word|lemma|en|pt;word2|lemma2|en2|pt2,# example 2 Swedish (verbs: present tense),# example 2 English,# example 2 Portuguese,# example 2 tense key,# example 2 token breakdown,# example 3 Swedish (verbs: future tense),# example 3 English,# example 3 Portuguese,# example 3 tense key,# example 3 token breakdown,# optional usage note (Kelly source text)
id,lemma,type,english,portuguese,forms,cefr,frequency,wpm,source,ex1_sv,ex1_en,ex1_pt,ex1_tense,ex1_tokens,ex2_sv,ex2_en,ex2_pt,ex2_tense,ex2_tokens,ex3_sv,ex3_en,ex3_pt,ex3_tense,ex3_tokens,usage_note
kelly-2750-tvekan,tvekan,noun,hesitation,hesitação,tvekan,A2,2794,24.51,kelly,Hon svarade utan någon tvekan på min fråga.,She answered my question without any hesitation.,Ela respondeu à minha pergunta sem qualquer hesitação.,,Hon|hon|She|Ela;svarade|svarade|answered|respondeu;utan|utan|without|sem;någon|någon|any|qualquer;tvekan|tvekan|hesitation|hesitação;på|på|to|à;min|min|my|minha;fråga.|fråga|question.|pergunta.,Det finns ingen tvekan om att han är bäst.,There is no doubt that he is the best.,Não há dúvida de que ele é o melhor.,,Det|det|There|Não;finns|finns|is|há;ingen|ingen|no|nenhuma;tvekan|tvekan|hesitation|dúvida;om|om|about|de;att|att|that|que;han|han|he|ele;är|är|is|é;bäst.|bäst|best.|o melhor.,Efter en kort tvekan gick barnet in i huset.,After a short hesitation the child went into the house.,Após uma breve hesitação a criança entrou na casa.,,Efter|efter|After|Após;en|en|a|uma;kort|kort|short|breve;tvekan|tvekan|hesitation|hesitação;gick|gick|went|entrou;barnet|barnet|the child|a criança;in|in|in|na;i|i|into|em;huset.|huset|the house.|casa.,
kelly-2523-tveksam,tveksam,adjective,dubious,duvidoso,tveksam,A2,3131,27.46,kelly,Jag är tveksam till om vi hinner fram i tid.,I am dubious about whether we will arrive on time.,Estou duvidoso sobre se chegaremos a tempo.,,Jag|jag|I|eu;är|är|is|é;tveksam|tveksam|dubious|duvidoso;till|till|to|para;om|om|about|sobre;vi|vi|we|nós;hinner|hinner|—|—;fram|fram|—|—;i|i|in|em;tid.|tid|time|tempo,Hon verkar tveksam inför det stora beslutet på jobbet.,She seems dubious about the big decision at work.,Ela parece duvidosa quanto à grande decisão no trabalho.,,Hon|hon|she|ela;verkar|verkar|—|—;tveksam|tveksam|dubious|duvidoso;inför|inför|—|—;det|det|it|isso;stora|stora|—|—;beslutet|beslutet|—|—;på|på|on|em;jobbet.|jobbet|—|—,Många kunder är tveksamma till att köpa den dyra bilen.,Many customers are dubious about buying the expensive car.,Muitos clientes estão duvidosos sobre comprar o carro caro.,,Många|många|—|—;kunder|kunder|—|—;är|är|is|é;tveksamma|tveksamma|—|—;till|till|to|para;att|att|—|—;köpa|köpa|—|—;den|den|it|ele;dyra|dyra|—|—;bilen.|bilen|—|—,
kelly-6361-tvilling,tvilling,noun,twin / Gemini,gémeos / gêmeos,tvilling,C1,,5.47,kelly,,,,,,,,,,,,,,,,
kelly-534-tvinga,tvinga,verb,force,forçar / obrigar,tvinga;tvingade,A1,22457,196.99,kelly,Polisen tvingade mannen att stanna bilen vid vägkanten.,The police forced the man to stop the car by the roadside.,A polícia forçou o homem a parar o carro no acostamento.,past,Polisen|polisen|—|—;tvingade|tvingade|—|—;mannen|mannen|—|—;att|att|—|—;stanna|stanna|—|—;bilen|bilen|—|—;vid|vid|—|—;vägkanten.|vägkanten|—|—,Ingen kan tvinga mig att äta mat jag inte gillar.,Nobody can force me to eat food I do not like.,Ninguém pode me obrigar a comer comida que eu não gosto.,present,Ingen|ingen|—|—;kan|kan|can|pode;tvinga|tvinga|force|forçar;mig|mig|me|me;att|att|—|—;äta|äta|—|—;mat|mat|food|comida;jag|jag|I|eu;inte|inte|not|não;gillar.|gillar|—|—,Dåligt väder kommer att tvinga oss att ställa in utflykten.,Bad weather will force us to cancel the excursion.,O mau tempo nos obrigará a cancelar o passeio.,future,Dåligt|dåligt|—|—;väder|väder|—|—;kommer|kommer|—|—;att|att|—|—;tvinga|tvinga|force|forçar;oss|oss|—|—;att|att|—|—;ställa|ställa|—|—;in|in|—|—;utflykten.|utflykten|—|—,
kelly-3391-tvist,tvist,noun,dispute,dares,tvist,B1,1956,17.16,kelly,,,,,,,,,,,,,,,,
kelly-2784-tvivel,tvivel,noun,doubt,dúvida,tvivel,A2,2716,23.82,kelly,Det finns inget tvivel om saken.,There is no doubt about the matter.,Não há dúvida sobre o assunto.,,Det|det|It|Isso;finns|finns|exists|existe;inget|inget|no|nenhuma;tvivel|tvivel|doubt|dúvida;om|om|about|sobre;saken.|saken|the matter.|o assunto.,Hennes svar lämnade inte något tvivel.,Her answer left no doubt.,A resposta dela não deixou nenhuma dúvida.,,Hennes|hennes|Her|A dela;svar|svar|answer|resposta;lämnade|lämnade|left|deixou;inte|inte|not|não;något|något|any|nenhuma;tvivel.|tvivel|doubt.|dúvida.,Han känner stort tvivel inför framtiden.,He feels great doubt about the future.,Ele sente grande dúvida sobre o futuro.,,Han|han|He|Ele;känner|känner|feels|sente;stort|stort|great|grande;tvivel|tvivel|doubt|dúvida;inför|inför|about|sobre;framtiden.|framtiden|the future.|o futuro.,e.g. utan tvivel
kelly-5657-tvivelaktig,tvivelaktig,adjective,doubtful,duvidoso,tvivelaktig,C1,796,6.98,kelly,,,,,,,,,,,,,,,,
kelly-3292-tvivla,tvivla,verb,doubt,duvidar,tvivla;tvivlade;tvivlar;att,B1,2059,18.06,kelly,Jag tvivlade på hans ärlighet under hela mötet.,I doubted his honesty during the entire meeting.,Eu duvidei da honestidade dele durante toda a reunião.,past,Jag|jag|I|Eu;tvivlade|tvivlade|doubted|duvidei;på|på|of|de;hans|hans|his|dele;ärlighet|ärlighet|honesty|honestidade;under|under|during|durante;hela|hela|the entire|toda;mötet.|mötet|meeting.|reunião.,Många experter tvivlar på den nya vetenskapliga teorin.,Many experts doubt the new scientific theory.,Muitos especialistas duvidam da nova teoria científica.,present,Många|många|Many|Muitos;experter|experter|experts|especialistas;tvivlar|tvivlar|doubt|duvidam;på|på|of|de;den|den|the|a;nya|nya|new|nova;vetenskapliga|vetenskapliga|scientific|científica;teorin.|teorin|theory.|teoria.,Vi kommer aldrig att tvivla på din förmåga.,We will never doubt your ability.,Nós nunca vamos duvidar da sua capacidade.,future,Vi|vi|We|Nós;kommer|kommer|will|vamos;aldrig|aldrig|never|nunca;att|att|to|duvidar;tvivla|tvivla|doubt|duvidar;på|på|of|de;din|din|your|sua;förmåga.|förmåga|ability.|capacidade.,
kelly-77-tva,två,numeral,two,dois,två,A1,,1000000,kelly,,,,,,,,,,,,,,,,
kelly-3653-tvaa,tvåa,noun,runner-up,dois,tvåa,B1,1720,15.09,kelly,,,,,,,,,,,,,,,,
kelly-7469-tvahundra,tvåhundra,numeral,two hundred,duzentos,tvåhundra,C2,,2.4,kelly,,,,,,,,,,,,,,,,
kelly-7274-tval,tvål,noun,soap,sabão / sabonete,tvål,C2,,2.82,kelly,,,,,,,,,,,,,,,,
kelly-3626-tvang,tvång,noun,coercion,coerção,tvång,B1,1731,15.18,kelly,,,,,,,,,,,,,,,,
kelly-8425-tvasidig,tvåsidig,adjective,two-faced,bilateral,tvåsidig,C2,,0.04,kelly,,,,,,,,,,,,,,,,
kelly-5163-tvars,tvärs,adverb,across / abeam,através,tvärs,B2,928,8.14,kelly,,,,,,,,,,,,,,,,
kelly-6196-tvart,tvärt,adverb,at once,imediatamente,tvärt,C1,,6.04,kelly,,,,,,,,,,,,,,,,
kelly-1287-tvartom,tvärtom,adverb,on the contrary / the other way around,ao contrário / pelo contrário,tvärtom,A1,8171,71.67,kelly,"Jag trodde att det var lätt, men det var tvärtom.","I thought it was easy, but it was the opposite.","Eu achei que era fácil, mas foi ao contrário.",,"Jag|jag|I|eu;trodde|trodde|—|—;att|att|—|—;det|det|it|isso;var|var|was|era;lätt,|lätt|—|—;men|men|—|—;det|det|it|isso;var|var|was|era;tvärtom.|tvärtom|on the contrary|ao contrário","Du ska inte gå dit, gör tvärtom istället.","You should not go there, do the opposite instead.","Você não deve ir lá, faça o contrário em vez disso.",,"Du|du|you|você;ska|ska|will|vai;inte|inte|not|não;gå|gå|—|—;dit,|dit|—|—;gör|gör|—|—;tvärtom|tvärtom|on the contrary|ao contrário;istället.|istället|—|—","Många tror att kaffe är dåligt, men det är tvärtom.","Many think coffee is bad, but it is the other way around.","Muitos acham que café faz mal, mas é pelo contrário.",,"Många|många|—|—;tror|tror|—|—;att|att|—|—;kaffe|kaffe|—|—;är|är|is|é;dåligt,|dåligt|—|—;men|men|—|—;det|det|it|isso;är|är|is|é;tvärtom.|tvärtom|on the contrary|ao contrário",
kelly-5744-tvatt,tvätt,noun,laundry,lavagem,tvätt,C1,775,6.8,kelly,,,,,,,,,,,,,,,,
kelly-7272-tvattmaskin,tvättmaskin,noun,washing machine / washer,máquina de lavar roupa / máquina de lavar,tvättmaskin,C2,,2.82,kelly,,,,,,,,,,,,,,,,
kelly-7820-tvattmedel,tvättmedel,noun,detergent / laundry detergent,detergente,tvättmedel,C2,,1.54,kelly,,,,,,,,,,,,,,,,
kelly-1305-ty,ty,conjunction,because / for,porque,ty,A1,8024,70.38,kelly,Jag stannar hemma ty det regnar mycket ute idag.,I am staying home because it is raining a lot outside today.,Eu fico em casa porque está chovendo muito lá fora hoje.,,Jag|jag|I|eu;stannar|stannar|—|—;hemma|hemma|—|—;ty|ty|because|porque;det|det|it|isso;regnar|regnar|—|—;mycket|mycket|much|muito;ute|ute|—|—;idag.|idag|today|hoje,Hon är glad ty hon har fått ett nytt jobb.,She is happy because she has gotten a new job.,Ela está feliz porque conseguiu um emprego novo.,,Hon|hon|she|ela;är|är|is|é;glad|glad|happy|feliz;ty|ty|because|porque;hon|hon|she|ela;har|har|has|tem;fått|fått|—|—;ett|ett|a|um;nytt|nytt|—|—;jobb.|jobb|—|—,Vi äter nu ty vi är väldigt hungriga efter träningen.,We are eating now because we are very hungry after the workout.,Nós estamos comendo agora porque estamos com muita fome após o treino.,,Vi|vi|we|nós;äter|äter|—|—;nu|nu|now|agora;ty|ty|because|porque;vi|vi|we|nós;är|är|is|é;väldigt|väldigt|—|—;hungriga|hungriga|—|—;efter|efter|—|—;träningen.|träningen|—|—,
kelly-199-tycka,tycka,verb,think,pensar,tycka;tycker;tyckte,A1,105436,924.85,kelly,Vad tycker du om den här röda klänningen?,What do you think about this red dress?,O que você acha deste vestido vermelho?,present,Vad|vad|what|o quê;tycker|tycker|—|—;du|du|you|você;om|om|about|sobre;den|den|it|ele;här|här|here|aqui;röda|röda|—|—;klänningen?|klänningen|—|—,Min pappa tyckte att maten var mycket god.,My dad thought the food was very good.,Meu pai achou que a comida estava muito boa.,past,Min|min|—|—;pappa|pappa|—|—;tyckte|tyckte|—|—;att|att|—|—;maten|maten|—|—;var|var|was|era;mycket|mycket|much|muito;god.|god|—|—,Vi ska tycka om att bo i Stockholm.,We will like living in Stockholm.,Nós vamos gostar de morar em Estocolmo.,future,Vi|vi|we|nós;ska|ska|will|vai;tycka|tycka|think|pensar;om|om|about|sobre;att|att|—|—;bo|bo|—|—;i|i|in|em;Stockholm.|stockholm|—|—,"e.g. tycka om, tycka synd om"
kelly-3742-tycke,tycke,noun,liking,intenção,tycke,B1,1651,14.48,kelly,,,,,,,,,,,,,,,,
kelly-577-tyda,tyda,verb,interpret / explain,interpretar,tyda;tydde,A1,20231,177.46,kelly,Experten tydde de gamla tecknen på stenen korrekt.,The expert interpreted the old signs on the stone correctly.,O especialista interpretou os sinais antigos na pedra corretamente.,past,Experten|experten|—|—;tydde|tydde|—|—;de|de|they|eles;gamla|gamla|—|—;tecknen|tecknen|—|—;på|på|on|em;stenen|stenen|—|—;korrekt.|korrekt|—|—,Vi försöker tyda vad läraren menar med den uppgiften.,We are trying to interpret what the teacher means by that task.,Nós estamos tentando interpretar o que o professor quer dizer com aquela tarefa.,present,Vi|vi|we|nós;försöker|försöker|—|—;tyda|tyda|interpret|interpretar;vad|vad|what|o quê;läraren|läraren|—|—;menar|menar|—|—;med|med|with|com;den|den|it|ele;uppgiften.|uppgiften|—|—,En ny analys kommer att tyda resultaten mycket bättre.,A new analysis will interpret the results much better.,Uma nova análise interpretará os resultados muito melhor.,future,En|en|a|um;ny|ny|—|—;analys|analys|—|—;kommer|kommer|—|—;att|att|—|—;tyda|tyda|interpret|interpretar;resultaten|resultaten|—|—;mycket|mycket|much|muito;bättre.|bättre|—|—,
kelly-614-tydlig,tydlig,adjective,clear / unambiguous,claro,tydlig;tydliga;tydligt,A1,18916,165.93,kelly,Instruktionerna i boken är mycket tydliga för alla läsare.,The instructions in the book are very clear for all readers.,As instruções no livro são muito claras para todos os leitores.,,Instruktionerna|instruktionerna|—|—;i|i|in|em;boken|boken|—|—;är|är|is|é;mycket|mycket|much|muito;tydliga|tydlig|clear|claro;för|för|—|—;alla|alla|—|—;läsare.|läsare|—|—,Han gav ett tydligt svar på min svåra fråga.,He gave a clear answer to my difficult question.,Ele deu uma resposta clara para minha pergunta difícil.,,Han|han|he|ele;gav|gav|—|—;ett|ett|a|um;tydligt|tydlig|clear|claro;svar|svar|—|—;på|på|on|em;min|min|—|—;svåra|svåra|—|—;fråga.|fråga|—|—,Det är en tydlig skillnad mellan dessa två färger.,There is a clear difference between these two colors.,Existe uma diferença clara entre essas duas cores.,,Det|det|it|isso;är|är|is|é;en|en|a|um;tydlig|tydlig|clear|claro;skillnad|skillnad|—|—;mellan|mellan|—|—;dessa|dessa|—|—;två|två|—|—;färger.|färger|—|—,
kelly-1042-tydligen,tydligen,adverb,apparently,aparentemente,tydligen,A1,10453,91.69,kelly,Tydligen är det soligt ute i Stockholm idag.,Apparently it is sunny outside in Stockholm today.,Aparentemente está ensolarado lá fora em Estocolmo hoje.,,Tydligen|tydligen|apparently|aparentemente;är|är|is|é;det|det|it|isso;soligt|soligt|—|—;ute|ute|—|—;i|i|in|em;Stockholm|stockholm|—|—;idag.|idag|today|hoje,Han har tydligen köpt en ny röd bil.,He has apparently bought a new red car.,Ele aparentemente comprou um carro vermelho novo.,,Han|han|he|ele;har|har|has|tem;tydligen|tydligen|apparently|aparentemente;köpt|köpt|—|—;en|en|a|um;ny|ny|—|—;röd|röd|—|—;bil.|bil|—|—,Tydligen stänger mataffären tidigare på söndagar.,Apparently the grocery store closes earlier on Sundays.,Aparentemente o mercado fecha mais cedo aos domingos.,,Tydligen|tydligen|apparently|aparentemente;stänger|stänger|—|—;mataffären|mataffären|—|—;tidigare|tidigare|—|—;på|på|on|em;söndagar.|söndagar|—|—,
kelly-5860-tydliggora,tydliggöra,verb,clarify,esclarecer,tydliggöra,C1,750,6.58,kelly,,,,,,,,,,,,,,,,
kelly-4251-tydlighet,tydlighet,noun,clarity / lucidity,lucidez,tydlighet,B2,1335,11.71,kelly,,,,,,,,,,,,,,,,
kelly-1176-tydligt,tydligt,adverb,clearly / unambiguously,claramente,tydligt,A1,9180,80.52,kelly,"Kan du prata lite mer tydligt, tack?","Can you speak a bit more clearly, please?","Você pode falar um pouco mais claramente, por favor?",,"Kan|kan|can|pode;du|du|you|você;prata|prata|—|—;lite|lite|—|—;mer|mer|—|—;tydligt,|tydligt|clearly|claramente;tack?|tack|thanks|obrigado",Hon förklarade reglerna mycket tydligt för oss.,She explained the rules very clearly to us.,Ela explicou as regras muito claramente para nós.,,Hon|hon|she|ela;förklarade|förklarade|—|—;reglerna|reglerna|—|—;mycket|mycket|much|muito;tydligt|tydligt|clearly|claramente;för|för|—|—;oss.|oss|—|—,Det står tydligt skrivet på den stora skylten.,It is clearly written on the big sign.,Está claramente escrito na placa grande.,,Det|det|it|isso;står|står|—|—;tydligt|tydligt|clearly|claramente;skrivet|skrivet|—|—;på|på|on|em;den|den|it|ele;stora|stora|—|—;skylten.|skylten|—|—,
kelly-1961-tyg,tyg,noun,fabric / cloth,tecido,tyg,A2,4570,40.09,kelly,Det här tyget är mycket mjukt och skönt.,This fabric is very soft and comfortable.,Este tecido é muito macio e confortável.,,Det|det|it|isso;här|här|here|aqui;tyget|tyget|—|—;är|är|is|é;mycket|mycket|much|muito;mjukt|mjukt|—|—;och|och|and|e;skönt.|skönt|—|—,Hon köpte blått tyg för att sy gardiner.,She bought blue cloth to sew curtains.,Ela comprou tecido azul para costurar cortinas.,,Hon|hon|she|ela;köpte|köpte|—|—;blått|blått|—|—;tyg|tyg|fabric|tecido;för|för|—|—;att|att|—|—;sy|sy|—|—;gardiner.|gardiner|—|—,Finns det mer tyg kvar i butiken?,Is there more fabric left in the store?,Tem mais tecido sobrando na loja?,,Finns|finns|—|—;det|det|it|isso;mer|mer|—|—;tyg|tyg|fabric|tecido;kvar|kvar|—|—;i|i|in|em;butiken?|butiken|—|—,
kelly-4292-tyngd,tyngd,noun,weight,peso,tyngd,B2,1308,11.47,kelly,,,,,,,,,,,,,,,,
kelly-8258-tyngdkraft,tyngdkraft,noun,gravity,gravidade,tyngdkraft,C2,,0.48,kelly,,,,,,,,,,,,,,,,
kelly-484-typ,typ,noun,type,tipo,typ,A1,24824,217.75,kelly,Vilken typ av musik tycker du bäst om?,What type of music do you like best?,Qual tipo de música você gosta mais?,,Vilken|vilken|—|—;typ|typ|type|tipo;av|av|—|—;musik|musik|—|—;tycker|tycker|—|—;du|du|you|você;bäst|bäst|—|—;om?|om|about|sobre,Det finns en ny typ av kaffe i butiken.,There is a new kind of coffee in the store.,Existe um novo tipo de café na loja.,,Det|det|it|isso;finns|finns|—|—;en|en|a|um;ny|ny|—|—;typ|typ|type|tipo;av|av|—|—;kaffe|kaffe|—|—;i|i|in|em;butiken.|butiken|—|—,Hon letar efter en annan typ av jobb.,She is looking for a different kind of job.,Ela está procurando por um outro tipo de emprego.,,Hon|hon|she|ela;letar|letar|—|—;efter|efter|—|—;en|en|a|um;annan|annan|—|—;typ|typ|type|tipo;av|av|—|—;jobb.|jobb|—|—,
kelly-2323-typisk,typisk,adjective,typical,típico,typisk;typiskt,A2,3569,31.31,kelly,Det är en typisk svensk sommardag med mycket regn.,It is a typical Swedish summer day with lots of rain.,É um dia de verão sueco típico com muita chuva.,,Det|det|it|isso;är|är|is|é;en|en|a|um;typisk|typisk|typical|típico;svensk|svensk|—|—;sommardag|sommardag|—|—;med|med|with|com;mycket|mycket|much|muito;regn.|regn|—|—,Han har en typisk stil för sin unga ålder.,He has a typical style for his young age.,Ele tem um estilo típico para sua pouca idade.,,Han|han|he|ele;har|har|has|tem;en|en|a|um;typisk|typisk|typical|típico;stil|stil|—|—;för|för|—|—;sin|sin|—|—;unga|unga|—|—;ålder.|ålder|—|—,Detta är ett typiskt exempel på hur man gör.,This is a typical example of how to do it.,Este é um exemplo típico de como se faz.,,Detta|detta|—|—;är|är|is|é;ett|ett|a|um;typiskt|typisk|typical|típico;exempel|exempel|—|—;på|på|on|em;hur|hur|how|como;man|man|—|—;gör.|gör|—|—,
kelly-4328-typiskt,typiskt,adverb,typical,típico,typiskt,B2,1289,11.31,kelly,,,,,,,,,,,,,,,,
kelly-849-tysk,tysk,adjective,German,alemão / germânico,tysk,A1,13278,116.47,kelly,Min lärare kommer från en liten tysk stad.,My teacher comes from a small German city.,Meu professor vem de uma pequena cidade alemã.,,Min|min|—|—;lärare|lärare|—|—;kommer|kommer|—|—;från|från|from|de;en|en|a|um;liten|liten|—|—;tysk|tysk|German|alemão;stad.|stad|—|—,Jag läser en intressant tysk bok varje kväll.,I read an interesting German book every evening.,Eu leio um livro alemão interessante todas as noites.,,Jag|jag|I|eu;läser|läser|—|—;en|en|a|um;intressant|intressant|—|—;tysk|tysk|German|alemão;bok|bok|—|—;varje|varje|—|—;kväll.|kväll|—|—,Deras nya bil är av ett tysk märke.,Their new car is of a German brand.,O carro novo deles é de uma marca alemã.,,Deras|deras|—|—;nya|nya|—|—;bil|bil|—|—;är|är|is|é;av|av|—|—;ett|ett|a|um;tysk|tysk|German|alemão;märke.|märke|—|—,
kelly-5141-tyska,tyska,noun,German / German language,alemão / alemã,tyska,B2,938,8.23,kelly,,,,,,,,,,,,,,,,
kelly-5688-tysta,tysta,verb,mute / quieten,silenciar,tysta,C1,790,6.93,kelly,,,,,,,,,,,,,,,,
